,序號,券商,價格,買進股數,賣出股數
318,638,126U宏遠館前,561.0,6000,0
319,639,126U宏遠館前,562.0,2000,0
319,640,126U宏遠館前,563.0,2000,0
320,641,126U宏遠館前,564.0,3000,0
320,642,126U宏遠館前,570.0,0,5000
321,643,126U宏遠館前,572.0,0,1000
321,644,126U宏遠館前,573.0,0,1000
322,645,126X宏遠新化,560.0,0,1000
322,646,126X宏遠新化,562.0,0,3000
323,647,126X宏遠新化,563.0,1000,0
323,648,126X宏遠新化,565.0,15,0
324,649,126X宏遠新化,568.0,1000,4
324,650,1360港麥格理,559.0,0,1000
325,651,1360港麥格理,560.0,5000,10000
325,652,1360港麥格理,561.0,0,3000
326,653,1360港麥格理,562.0,0,15000
326,654,1360港麥格理,564.0,0,1000
327,655,1360港麥格理,565.0,0,1000
327,656,1360港麥格理,566.0,0,2000
328,657,1360港麥格理,567.0,0,1000
328,658,1360港麥格理,568.0,0,2000
329,659,1360港麥格理,571.0,0,2000
329,660,1380台灣匯立,560.0,7000,0
330,661,1380台灣匯立,566.0,2000,0
330,662,1380台灣匯立,567.0,1000,0
331,663,1440美林,558.0,0,7000
331,664,1440美林,559.0,0,27000
332,665,1440美林,560.0,65000,228000
332,666,1440美林,561.0,35000,118000
333,667,1440美林,562.0,2000,145000
333,668,1440美林,563.0,55000,165000
334,669,1440美林,564.0,14000,130000
334,670,1440美林,565.0,12000,35000
335,671,1440美林,566.0,24000,25000
335,672,1440美林,567.0,44000,28000
336,673,1440美林,568.0,19000,10000
336,674,1440美林,569.0,7000,4000
337,675,1440美林,570.0,20000,2000
337,676,1440美林,571.0,13000,1000
338,677,1440美林,572.0,8000,22000
338,678,1440美林,573.0,1000,6000
339,679,1440美林,574.0,0,1000
339,680,1470台灣摩根,558.0,4000,1000
340,681,1470台灣摩根,559.0,4000,13000
340,682,1470台灣摩根,560.0,15000,17000
341,683,1470台灣摩根,561.0,14000,22000
341,684,1470台灣摩根,562.0,27000,36000
342,685,1470台灣摩根,563.0,6000,19000
342,686,1470台灣摩根,564.0,43000,53000
343,687,1470台灣摩根,565.0,2000,29000
343,688,1470台灣摩根,566.0,0,11000
344,689,1470台灣摩根,567.0,1000,11000
344,690,1470台灣摩根,568.0,1000,9000
345,691,1470台灣摩根,569.0,3000,3000
345,692,1470台灣摩根,570.0,0,10000
346,693,1470台灣摩根,571.0,1000,9000
346,694,1470台灣摩根,572.0,0,5000
347,695,1470台灣摩根,573.0,0,23000
347,696,1470台灣摩根,574.0,0,3000
348,697,1480美商高盛,559.0,0,2000
348,698,1480美商高盛,560.0,12000,34000
349,699,1480美商高盛,561.0,1000,17000
349,700,1480美商高盛,562.0,4000,14000
350,701,1480美商高盛,564.0,29000,0
350,702,1480美商高盛,565.0,0,16000
351,703,1480美商高盛,568.0,14000,0
351,704,1520瑞士信貸,559.0,13000,0
352,705,1520瑞士信貸,560.0,56000,8000
352,706,1520瑞士信貸,561.0,17000,1000
353,707,1520瑞士信貸,562.0,196000,13000
353,708,1520瑞士信貸,563.0,166000,9000
354,709,1520瑞士信貸,564.0,34000,5000
354,710,1520瑞士信貸,565.0,20000,4000
355,711,1520瑞士信貸,567.0,1000,1000
355,712,1520瑞士信貸,570.0,0,2000
356,713,1520瑞士信貸,572.0,0,2000
356,714,1520瑞士信貸,573.0,0,3000
357,715,1520瑞士信貸,574.0,0,1000
357,716,1560港商野村,557.0,0,3000
358,717,1560港商野村,558.0,0,39000
358,718,1560港商野村,559.0,0,10000
359,719,1560港商野村,560.0,52000,167000
359,720,1560港商野村,561.0,1000,45000
360,721,1560港商野村,562.0,0,34000
360,722,1560港商野村,563.0,1000,34000
361,723,1560港商野村,564.0,14000,43000
361,724,1560港商野村,565.0,0,11000
362,725,1560港商野村,566.0,0,48000
362,726,1560港商野村,567.0,0,15000
363,727,1560港商野村,568.0,26000,11000
363,728,1560港商野村,569.0,1000,13000
364,729,1560港商野村,570.0,0,3000
364,730,1560港商野村,571.0,0,6000
365,731,1560港商野村,572.0,0,6000
365,732,1560港商野村,573.0,0,4000
366,733,1560港商野村,574.0,0,2000
366,734,1570港商法興,561.0,0,2000
367,735,1570港商法興,562.0,0,5000
367,736,1570港商法興,563.0,0,2000
368,737,1570港商法興,564.0,0,2000
368,738,1590花旗環球,558.0,0,1000
369,739,1590花旗環球,559.0,0,2000
369,740,1590花旗環球,560.0,3000,7000
370,741,1590花旗環球,561.0,0,26000
370,742,1590花旗環球,562.0,0,25000
371,743,1590花旗環球,563.0,0,17000
371,744,1590花旗環球,564.0,0,23000
372,745,1590花旗環球,565.0,0,8000
372,746,1590花旗環球,566.0,0,1000
373,747,1590花旗環球,567.0,0,6000
373,748,1590花旗環球,568.0,1000,4000
374,749,1590花旗環球,569.0,0,1000
374,750,1590花旗環球,571.0,0,1000
375,751,1590花旗環球,573.0,0,2000
375,752,1650瑞銀,558.0,5000,6000
376,753,1650瑞銀,559.0,10000,14000
376,754,1650瑞銀,560.0,108000,236000
377,755,1650瑞銀,561.0,30307,85000
377,756,1650瑞銀,562.0,133000,62000
378,757,1650瑞銀,563.0,48000,30000
378,758,1650瑞銀,564.0,37000,30000
379,759,1650瑞銀,565.0,63000,5000
379,760,1650瑞銀,566.0,0,7000
380,761,1650瑞銀,567.0,10000,13000
380,762,1650瑞銀,568.0,3000,0
381,763,1650瑞銀,569.0,17000,11000
381,764,1650瑞銀,570.0,28000,0
382,765,1650瑞銀,571.0,14000,2000
382,766,1650瑞銀,572.0,0,13000
383,767,1650瑞銀,573.0,0,2000
383,768,1650瑞銀,574.0,0,1000
384,769,2180亞    東,560.0,2000,0
384,770,2180亞    東,561.0,1000,0
385,771,2180亞    東,563.0,100,0
385,772,2180亞    東,564.0,400,0
386,773,2180亞    東,568.0,0,1000
386,774,2181亞東板橋,558.0,0,1000
387,775,2181亞東板橋,559.0,7000,0
387,776,2181亞東板橋,560.0,3000,0
388,777,2181亞東板橋,561.0,2100,0
388,778,2181亞東板橋,563.0,0,8
389,779,2181亞東板橋,565.0,0,1000
389,780,2181亞東板橋,566.0,1000,0
390,781,2184亞東新竹,558.0,1000,0
390,782,2184亞東新竹,559.0,2000,3000
391,783,2184亞東新竹,560.0,2150,0
391,784,2184亞東新竹,561.0,3000,0
392,785,2184亞東新竹,562.0,2000,0
392,786,2184亞東新竹,563.0,0,200
393,787,2184亞東新竹,564.0,3000,1100
393,788,2184亞東新竹,565.0,1100,0
394,789,2184亞東新竹,566.0,1000,0
394,790,2184亞東新竹,568.0,0,4000
395,791,2184亞東新竹,570.0,100,1000
395,792,2185亞東台南,562.0,3000,0
396,793,2186亞東高雄,558.0,0,1000
396,794,2186亞東高雄,560.0,1000,0
397,795,2186亞東高雄,561.0,1000,0
397,796,2186亞東高雄,566.0,0,1000
398,797,2186亞東高雄,574.0,0,1000
398,798,2187亞東台中,560.0,1000,0
399,799,2187亞東台中,561.0,50,0
399,800,2187亞東台中,562.0,0,1000
400,801,2187亞東台中,563.0,2000,2000
400,802,2187亞東台中,564.0,0,2000
401,803,2187亞東台中,566.0,1000,1000
401,804,5050大    展,559.0,1000,52000
402,805,5050大    展,560.0,4000,0
402,806,5050大    展,561.0,10000,1000
403,807,5050大    展,562.0,0,3000
403,808,5050大    展,563.0,0,50
404,809,5050大    展,565.0,0,1000
404,810,5050大    展,570.0,2000,0
405,811,5058大展台南,561.0,1000,0
405,812,5058大展台南,568.0,0,1000
406,813,5110富    隆,560.0,5000,10000
406,814,5110富    隆,562.0,1000,0
407,815,5110富    隆,568.0,0,5000
407,816,5112富隆長安,558.0,0,1000
408,817,5112富隆長安,569.0,1000,0
408,818,5260大    慶,559.0,5000,0
409,819,5260大    慶,560.0,4000,0
409,820,5260大    慶,561.0,5000,0
410,821,5260大    慶,562.0,16000,2000
410,822,5260大    慶,563.0,19000,0
411,823,5260大    慶,564.0,8000,0
411,824,5260大    慶,565.0,15000,0
412,825,5260大    慶,569.0,0,2000
412,826,5261大慶蘆洲,559.0,1000,0
413,827,5261大慶蘆洲,560.0,2000,1000
413,828,5261大慶蘆洲,562.0,6000,0
414,829,5261大慶蘆洲,563.0,1000,150
414,830,5261大慶蘆洲,569.0,0,2000
415,831,5262大慶楊梅,561.0,110,1000
415,832,5262大慶楊梅,562.0,1000,0
416,833,5262大慶楊梅,563.0,1000,0
416,834,5262大慶楊梅,572.0,1000,0
417,835,5263大慶泰山,563.0,7000,0
417,836,5263大慶泰山,565.0,1000,0
418,837,5263大慶泰山,566.0,0,7000
418,838,5264大慶高雄,564.0,1000,0
419,839,5264大慶高雄,568.0,0,1000
419,840,5264大慶高雄,569.0,1000,0
420,841,5265大慶苗栗,559.0,1000,0
420,842,5265大慶苗栗,561.0,2000,0
421,843,5265大慶苗栗,562.0,0,1000
421,844,5265大慶苗栗,563.0,1000,0
422,845,5265大慶苗栗,573.0,1000,0
422,846,5266大慶中壢,563.0,1000,0
423,847,5266大慶中壢,565.0,1100,0
423,848,5268大慶台南,560.0,650,0
424,849,5268大慶台南,563.0,100,0
424,850,5269大慶台中,562.0,1000,2000
425,851,5269大慶台中,563.0,1000,0
425,852,5269大慶台中,564.0,0,1000
426,853,5269大慶台中,568.0,0,1000
426,854,526A大慶中和,560.0,0,1000
427,855,526A大慶中和,561.0,50,0
427,856,526A大慶中和,564.0,1000,0
428,857,526A大慶中和,565.0,1000,0
428,858,526K大慶富順,558.0,1000,0
429,859,526K大慶富順,560.0,2000,0
429,860,526K大慶富順,561.0,1000,0
430,861,526K大慶富順,562.0,2000,0
430,862,526K大慶富順,563.0,100,0
431,863,526K大慶富順,564.0,2000,1100
431,864,526K大慶富順,566.0,20,1000
432,865,526K大慶富順,567.0,1000,1000
432,866,526K大慶富順,569.0,1000,1000
433,867,526K大慶富順,570.0,1000,0
433,868,526K大慶富順,573.0,0,2000
434,869,5320高    橋,559.0,1000,5000
434,870,5320高    橋,560.0,3090,0
435,871,5320高    橋,562.0,2000,0
435,872,5320高    橋,563.0,2000,0
436,873,5320高    橋,564.0,0,50
436,874,5320高    橋,565.0,0,10000
437,875,5320高    橋,566.0,2000,0
437,876,5320高    橋,567.0,1000,0
438,877,5320高    橋,570.0,1000,999
438,878,5320高    橋,571.0,7000,0
439,879,5321高橋龍潭,560.0,6000,0
439,880,5321高橋龍潭,562.0,1000,0
440,881,5321高橋龍潭,563.0,1000,0
440,882,5321高橋龍潭,566.0,1000,0
441,883,5321高橋龍潭,574.0,1000,0
441,884,5323高橋內壢,560.0,2000,0
442,885,5323高橋內壢,562.0,0,2000
442,886,5323高橋內壢,565.0,0,200
443,887,5323高橋內壢,573.0,2000,0
443,888,5380第一金證,561.0,2,0
444,889,5380第一金證,562.0,1004,0
444,890,5380第一金證,563.0,3002,0
445,891,5380第一金證,564.0,1004,0
445,892,5380第一金證,565.0,2002,50
446,893,5380第一金證,566.0,4,0
446,894,5380第一金證,568.0,1000,2000
447,895,5380第一金證,571.0,50,0
447,896,5380第一金證,572.0,1000,0
448,897,5381第一員林,559.0,1000,0
448,898,5381第一員林,561.0,0,1000
449,899,5381第一員林,562.0,0,1000
449,900,5381第一員林,563.0,1020,0
450,901,5381第一員林,564.0,10,0
450,902,5381第一員林,565.0,0,100
451,903,5381第一員林,569.0,1000,0
451,904,5381第一員林,570.0,0,1000
452,905,5381第一員林,573.0,1000,0
452,906,5382第一台中,558.0,1000,0
453,907,5382第一台中,560.0,1100,1000
453,908,5382第一台中,562.0,1000,0
454,909,5382第一台中,563.0,0,1000
454,910,5382第一台中,565.0,100,0
455,911,5382第一台中,568.0,1000,0
455,912,5382第一台中,571.0,0,1000
456,913,5383第一高雄,560.0,6000,0
456,914,5383第一高雄,561.0,10070,1000
457,915,5383第一高雄,562.0,0,1000
457,916,5383第一高雄,563.0,1050,0
458,917,5383第一高雄,564.0,1000,1000
458,918,5383第一高雄,565.0,1000,0
459,919,5383第一高雄,566.0,1050,0
459,920,5383第一高雄,569.0,0,40
460,921,5384第一台南,560.0,3004,60
460,922,5384第一台南,561.0,2000,0
461,923,5384第一台南,562.0,1000,0
461,924,5384第一台南,563.0,1100,0
462,925,5384第一台南,564.0,2000,10
462,926,5384第一台南,565.0,300,0
463,927,5384第一台南,568.0,0,1000
463,928,5384第一台南,570.0,0,1000
464,929,5384第一台南,573.0,0,26
464,930,5385第一桃園,560.0,4000,1020
465,931,5385第一桃園,561.0,2000,200
465,932,5385第一桃園,562.0,1000,0
466,933,5385第一桃園,563.0,3000,1000
466,934,5385第一桃園,564.0,2000,0
467,935,5385第一桃園,565.0,0,30
467,936,5385第一桃園,566.0,2075,0
468,937,5385第一桃園,568.0,3000,0
468,938,5385第一桃園,569.0,0,6000
469,939,5385第一桃園,570.0,0,1000
469,940,5385第一桃園,572.0,0,1000
470,941,5385第一桃園,573.0,1000,2000
470,942,5386第一彰化,560.0,1000,0
471,943,5386第一彰化,561.0,1000,0
471,944,5386第一彰化,563.0,1000,0
472,945,5386第一彰化,564.0,10,0
472,946,5386第一彰化,569.0,0,1000
473,947,5386第一彰化,572.0,0,1000
473,948,5387第一澎湖,561.0,0,1000
474,949,5387第一澎湖,562.0,4000,0
474,950,5387第一澎湖,563.0,0,100
475,951,5387第一澎湖,573.0,0,1000
475,952,5389第一中山,560.0,0,300
476,953,5389第一中山,561.0,0,1000
476,954,5389第一中山,562.0,2000,0
477,955,5389第一中山,563.0,2000,1000
477,956,5389第一中山,564.0,1000,0
478,957,5389第一中山,571.0,0,40000
478,958,538A第一新興,564.0,90,0
479,959,538A第一新興,565.0,506,0
479,960,538A第一新興,566.0,1002,0
480,961,538A第一新興,568.0,100,0
480,962,538B第一新竹,560.0,1000,1000
481,963,538B第一新竹,561.0,200,1000
481,964,538B第一新竹,562.0,15000,0
482,965,538B第一新竹,563.0,15000,30000
482,966,538B第一新竹,564.0,2030,130
483,967,538B第一新竹,565.0,100,0
483,968,538B第一新竹,566.0,100,0
484,969,538C第一光復,561.0,1000,0
484,970,538C第一光復,562.0,1000,0
485,971,538C第一光復,563.0,1000,0
485,972,538C第一光復,564.0,1,0
486,973,538C第一光復,565.0,1000,0
486,974,538C第一光復,567.0,0,1000
487,975,538C第一光復,571.0,0,1000
487,976,538D第一忠孝,560.0,0,2000
488,977,538D第一忠孝,563.0,0,1000
488,978,538D第一忠孝,565.0,1000,0
489,979,538E第一自由,560.0,2050,0
489,980,538E第一自由,561.0,50,0
490,981,538E第一自由,562.0,1000,0
490,982,538E第一自由,563.0,1000,0
491,983,538E第一自由,564.0,1050,0
491,984,538E第一自由,565.0,1000,0
492,985,538E第一自由,566.0,100,0
492,986,538E第一自由,570.0,0,1000
493,987,538E第一自由,573.0,0,1000
493,988,538F第一稻埕,558.0,0,2000
494,989,538F第一稻埕,566.0,1000,0
494,990,538F第一稻埕,569.0,0,1000
495,991,538I第一頭份,560.0,1000,5000
495,992,538I第一頭份,562.0,1000,0
496,993,538I第一頭份,564.0,100,0
496,994,538I第一頭份,565.0,500,0
497,995,538I第一頭份,567.0,0,1000
497,996,538I第一頭份,568.0,10,0
498,997,538I第一頭份,570.0,0,1000
498,998,538I第一頭份,571.0,0,1000
499,999,538I第一頭份,573.0,6000,0
499,1000,538j第一安和,560.0,1015,0
500,1001,538j第一安和,561.0,1000,0
500,1002,538j第一安和,564.0,20,0
501,1003,538M第一嘉義,563.0,1000,1000
501,1004,538M第一嘉義,564.0,100,0
502,1005,538M第一嘉義,565.0,1000,0
502,1006,538M第一嘉義,566.0,100,0
503,1007,538M第一嘉義,568.0,100,0
503,1008,538N第一豐原,560.0,2000,70
504,1009,538N第一豐原,561.0,4000,0
504,1010,538N第一豐原,562.0,0,2000
505,1011,538N第一豐原,563.0,1000,1000
505,1012,538N第一豐原,564.0,0,20
506,1013,538N第一豐原,569.0,0,1000
506,1014,538N第一豐原,570.0,0,170
507,1015,538P第一路竹,558.0,1000,0
507,1016,538P第一路竹,560.0,1100,1000
508,1017,538P第一路竹,561.0,2000,4000
508,1018,538P第一路竹,562.0,100,2000
509,1019,538P第一路竹,564.0,0,2140
509,1020,538P第一路竹,566.0,0,1000
510,1021,538P第一路竹,568.0,1000,0
510,1022,538P第一路竹,572.0,2000,0
511,1023,538W第一華江,560.0,2000,1000
511,1024,538W第一華江,563.0,0,2000
512,1025,538W第一華江,564.0,1030,25
512,1026,538W第一華江,565.0,1050,0
513,1027,538W第一華江,570.0,0,1000
513,1028,538Y第一中壢,559.0,0,1000
514,1029,538Y第一中壢,563.0,0,2000
514,1030,538Y第一中壢,564.0,5050,0
515,1031,538Y第一中壢,565.0,1000,0
515,1032,538Y第一中壢,566.0,50,0
516,1033,5603永興台中,560.0,100,0
516,1034,5603永興台中,563.0,50,0
517,1035,5603永興台中,568.0,0,50
517,1036,5604永興大墩,561.0,1000,0
518,1037,5604永興大墩,563.0,1000,0
518,1038,5604永興大墩,565.0,50,0
519,1039,5604永興大墩,568.0,0,1000
519,1040,5660日    進,560.0,1000,1000
520,1041,5660日    進,561.0,1000,1000
520,1042,5660日    進,568.0,1000,1000
521,1043,5850統    一,558.0,1000,4000
521,1044,5850統    一,559.0,0,6000
522,1045,5850統    一,560.0,13000,17000
522,1046,5850統    一,561.0,24000,23000
523,1047,5850統    一,562.0,18000,49000
523,1048,5850統    一,563.0,8000,15000
524,1049,5850統    一,564.0,111000,18000
524,1050,5850統    一,565.0,9010,0
525,1051,5850統    一,566.0,2000,4998
525,1052,5850統    一,567.0,3000,0
526,1053,5850統    一,568.0,5000,0
526,1054,5850統    一,569.0,6000,0
527,1055,5850統    一,570.0,2000,0
527,1056,5850統    一,571.0,1000,0
528,1057,5850統    一,572.0,3000,16000
528,1058,5850統    一,573.0,6000,14000
529,1059,5850統    一,575.0,0,9000
529,1060,5851統一高雄,561.0,100,3000
530,1061,5851統一高雄,562.0,8000,0
530,1062,5851統一高雄,563.0,2000,2010
531,1063,5851統一高雄,566.0,0,2000
531,1064,5851統一高雄,568.0,1000,0
532,1065,5851統一高雄,573.0,3000,0
532,1066,5852統一敦南,560.0,1000,0
533,1067,5852統一敦南,561.0,1130,0
533,1068,5852統一敦南,562.0,50,0
534,1069,5852統一敦南,563.0,1050,1000
534,1070,5852統一敦南,565.0,1000,0
535,1071,5852統一敦南,568.0,100,0
535,1072,5853統一中壢,560.0,2,0
536,1073,5853統一中壢,561.0,1000,0
536,1074,5853統一中壢,562.0,100,0
537,1075,5853統一中壢,563.0,8002,0
537,1076,5853統一中壢,565.0,2002,100
538,1077,5854統一城中,560.0,5000,0
538,1078,5854統一城中,562.0,5000,1003
539,1079,5854統一城中,563.0,0,2000
539,1080,5854統一城中,564.0,3000,0
540,1081,5854統一城中,565.0,10040,0
540,1082,5854統一城中,566.0,1000,0
541,1083,5854統一城中,567.0,1000,0
541,1084,5854統一城中,568.0,0,1002
542,1085,5854統一城中,573.0,0,5000
542,1086,5855統一台南,558.0,0,2000
543,1087,5855統一台南,559.0,1000,0
543,1088,5855統一台南,560.0,2200,0
544,1089,5855統一台南,561.0,0,1000
544,1090,5855統一台南,562.0,6000,0
545,1091,5855統一台南,563.0,1000,1000
545,1092,5855統一台南,564.0,0,1000
546,1093,5855統一台南,565.0,0,100
546,1094,5855統一台南,566.0,50,0
547,1095,5855統一台南,567.0,2000,0
547,1096,5855統一台南,568.0,0,2000
548,1097,5855統一台南,570.0,0,2000
548,1098,5855統一台南,573.0,1000,0
549,1099,5856統一台中,560.0,30,0
549,1100,5856統一台中,561.0,2000,0
550,1101,5856統一台中,562.0,2000,0
550,1102,5856統一台中,563.0,127,100
551,1103,5856統一台中,564.0,0,200
551,1104,5856統一台中,565.0,11,100
552,1105,5856統一台中,568.0,0,5000
552,1106,5856統一台中,570.0,0,5000
553,1107,5857統一新竹,558.0,1000,0
553,1108,5857統一新竹,560.0,2000,0
554,1109,5857統一新竹,561.0,40,0
554,1110,5857統一新竹,562.0,13000,0
555,1111,5857統一新竹,564.0,0,1000
555,1112,5857統一新竹,565.0,0,2000
556,1113,5857統一新竹,568.0,1000,0
556,1114,5857統一新竹,569.0,0,1000
557,1115,5857統一新竹,572.0,0,10000
557,1116,5859統一屏東,560.0,0,1000
558,1117,5859統一屏東,561.0,1000,0
558,1118,5859統一屏東,565.0,0,1000
559,1119,585A統一基隆,560.0,0,1000
559,1120,585A統一基隆,562.0,2000,3000
560,1121,585A統一基隆,563.0,0,2000
560,1122,585A統一基隆,564.0,1000,3000
561,1123,585A統一基隆,565.0,1000,1000
561,1124,585A統一基隆,566.0,0,1000
562,1125,585A統一基隆,567.0,0,1000
562,1126,585A統一基隆,568.0,0,2000
563,1127,585A統一基隆,569.0,0,1000
563,1128,585A統一基隆,572.0,10000,0
564,1129,585b統一內湖,560.0,0,1000
564,1130,585b統一內湖,562.0,1050,0
565,1131,585b統一內湖,564.0,2000,0
565,1132,585b統一內湖,565.0,1200,0
566,1133,585b統一內湖,566.0,1000,0
566,1134,585b統一內湖,567.0,1000,0
567,1135,585B統一永和,558.0,1000,0
567,1136,585B統一永和,560.0,0,1000
568,1137,585B統一永和,561.0,1001,0
568,1138,585B統一永和,562.0,1000,0
569,1139,585B統一永和,564.0,1000,0
569,1140,585B統一永和,568.0,0,1000
570,1141,585c統一仁愛,559.0,1000,0
570,1142,585c統一仁愛,560.0,3000,0
571,1143,585c統一仁愛,561.0,2000,1000
571,1144,585c統一仁愛,563.0,5,0
572,1145,585c統一仁愛,564.0,1000,2000
572,1146,585c統一仁愛,566.0,1000,1000
573,1147,585c統一仁愛,569.0,0,1000
573,1148,585D統一新台中,558.0,0,1000
574,1149,585D統一新台中,559.0,0,2000
574,1150,585D統一新台中,560.0,2000,0
575,1151,585D統一新台中,562.0,1000,0
575,1152,585D統一新台中,563.0,1150,1000
576,1153,585D統一新台中,564.0,1000,0
576,1154,585D統一新台中,565.0,100,0
577,1155,585D統一新台中,566.0,2300,0
577,1156,585D統一新台中,567.0,1000,0
578,1157,585D統一新台中,573.0,0,1000
578,1158,585E統一新營,561.0,0,100
579,1159,585E統一新營,563.0,1000,0
579,1160,585F統一彰化,558.0,1000,0
580,1161,585F統一彰化,561.0,1000,0
580,1162,585F統一彰化,562.0,1000,0
581,1163,585F統一彰化,563.0,0,1000
581,1164,585F統一彰化,565.0,1000,0
582,1165,585F統一彰化,574.0,0,1000
582,1166,585g統一平鎮,560.0,1000,0
583,1167,585g統一平鎮,562.0,1000,0
583,1168,585g統一平鎮,565.0,0,105
584,1169,585H統一桃園,559.0,1000,0
584,1170,585H統一桃園,560.0,4000,0
585,1171,585H統一桃園,561.0,4000,0
585,1172,585H統一桃園,562.0,3000,1000
586,1173,585H統一桃園,563.0,3000,0
586,1174,585H統一桃園,566.0,1000,0
587,1175,585H統一桃園,567.0,0,2000
587,1176,585H統一桃園,568.0,25,0
588,1177,585H統一桃園,569.0,0,1000
588,1178,585H統一桃園,570.0,0,1000
589,1179,585H統一桃園,573.0,25,0
